name,categories,address,price,rating,cuisine1,cuisine2,cuisine3,temp,no_Of_cusines
friends cafe,Coffee Shop,المملكة العربية السعودية,Cheap,7.2,Coffee Shop,,,2,1
abu ghassan,"Restaurant, Lebanese Restaurant","7204 Najran, Dhahrat Laban Riyadh, الرياض 13784, المملكة العربية السعودية",Moderate,8.6,Restaurant, Lebanese Restaurant,,1,2
burgerizer,Burger Joint,"الرياض, المملكة العربية السعودية",Cheap,8.5,Burger Joint,,,2,1
sour cafe,Coffee Shop,"الرياض 12936, المملكة العربية السعودية",Cheap,6.9,Coffee Shop,,,2,1
java cafe,Coffee Shop,"الرياض 12746, المملكة العربية السعودية",Cheap,6.8,Coffee Shop,,,2,1
sharq restaurent,Diner,"Shameisi, الرياض, المملكة العربية السعودية",Cheap,7.5,Diner,,,2,1
the pizza company,Pizza Place,المملكة العربية السعودية,Cheap,5.4,Pizza Place,,,2,1
seattle's best coffee,Café,المملكة العربية السعودية,Cheap,6.1,Café,,,2,1
khyber hotel shamesi,Asian Restaurant,المملكة العربية السعودية,Moderate,7.6,Asian Restaurant,,,2,1
grill rice,Asian Restaurant,"Old Alkharaj road, الرياض, المملكة العربية السعودية",Moderate,7.4,Asian Restaurant,,,2,1
highway 5,Burger Joint,"Al Shafa (Al Shafa), الرياض, المملكة العربية السعودية",Moderate,8.1,Burger Joint,,,2,1
balance café,Coffee Shop,"Aldahiyah Center (Al Shafa Street), الرياض 13782, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
tooz cafe,Café,"الرياض 13782, المملكة العربية السعودية",Cheap,8.2,Café,,,2,1
burgerizzr,Burger Joint,"Olaysha, الرياض 12737, المملكة العربية السعودية",Cheap,8.1,Burger Joint,,,2,1
dr. cafe at ksu,Café,المملكة العربية السعودية,Cheap,6.1,Café,,,2,1
dr. cafe,Café,"King Faisal Specialized Hospital, المملكة العربية السعودية",Cheap,8.0,Café,,,2,1
oba restaurant,Turkish Restaurant,المملكة العربية السعودية,Moderate,6.8,Turkish Restaurant,,,2,1
ounce speciality coffee,Coffee Shop,"Laban Plaza, الرياض 12565, المملكة العربية السعودية",Cheap,9.0,Coffee Shop,,,2,1
anoosh,Dessert Shop,"الرياض 13782, المملكة العربية السعودية",Cheap,8.8,Dessert Shop,,,2,1
p.vera,"Dessert Shop, Coffee Shop","Riyadh, الرياض 12565, المملكة العربية السعودية",Cheap,7.9,Dessert Shop, Coffee Shop,,1,2
friends’coffee,Coffee Shop,"الرياض 12565, المملكة العربية السعودية",Cheap,7.2,Coffee Shop,,,2,1
caribou coffee,Coffee Shop,"الرياض 12752, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
jolt,Coffee Shop,"مركز الملك فهد الثقافي, الرياض 12752, المملكة العربية السعودية",Cheap,6.2,Coffee Shop,,,2,1
redan restaurant,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,7.3,Middle Eastern Restaurant,,,2,1
starbucks four points sheraton,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,6.1,Coffee Shop,,,2,1
classic restaurant,Indian Restaurant,"Batha, الرياض, المملكة العربية السعودية",Moderate,5.6,Indian Restaurant,,,2,1
mezaj maghribi,Coffee Shop,"الرياض 12896, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
3 beans coffee,Coffee Shop,"Taif Street, الرياض 13782, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
herfy,Fast Food Restaurant,"Al Taif St, الرياض, المملكة العربية السعودية",Cheap,7.0,Fast Food Restaurant,,,2,1
urth caffe,Food Truck,"الرياض 12628, المملكة العربية السعودية",Cheap,6.5,Food Truck,,,2,1
ice luscious truck,Food Truck,"الرياض 12565, المملكة العربية السعودية",Cheap,9.1,Food Truck,,,2,1
finding sushi,Sushi Restaurant,"Al Fakhiriyah (Prince Talal Road), الرياض 12737, المملكة العربية السعودية",Moderate,8.5,Sushi Restaurant,,,2,1
al maida restaurant,Turkish Restaurant,المملكة العربية السعودية,Moderate,6.4,Turkish Restaurant,,,2,1
al-roon restaurant,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,5.5,Middle Eastern Restaurant,,,2,1
mug & beans,Café,"Amr Ibn Al As St. (King Fahad Rd.), الرياض, المملكة العربية السعودية",Cheap,5.6,Café,,,2,1
coffee dreams,Café,"الرياض, المملكة العربية السعودية",Cheap,6.8,Café,,,2,1
first cup,Café,"King Saud St. (King Fahd), الرياض, المملكة العربية السعودية",Cheap,5.6,Café,,,2,1
cabalen,"Asian Restaurant, Filipino Restaurant","Al Batha, الرياض, المملكة العربية السعودية",Moderate,7.3,Asian Restaurant, Filipino Restaurant,,1,2
city food court,Fast Food Restaurant,"الرياض, المملكة العربية السعودية",Cheap,7.8,Fast Food Restaurant,,,2,1
paragon,Indian Restaurant,"Batha (Rail Street), الرياض, المملكة العربية السعودية",Moderate,6.0,Indian Restaurant,,,2,1
thailand house restaurant,Thai Restaurant,"Telemoney Bldg, Batha, الرياض, المملكة العربية السعودية",Moderate,7.0,Thai Restaurant,,,2,1
kruathai restaurant,Thai Restaurant,"Al Batha, Riyadh, المملكة العربية السعودية",Moderate,5.8,Thai Restaurant,,,2,1
quiapo restaurant,"Asian Restaurant, Filipino Restaurant",المملكة العربية السعودية,Moderate,6.2,Asian Restaurant, Filipino Restaurant,,1,2
makeen café,Café,"شارع الطائف, الرياض 13782, المملكة العربية السعودية",Cheap,7.9,Café,,,2,1
dunkin’ dounts,Donut Shop,"الرياض, المملكة العربية السعودية",Cheap,8.0,Donut Shop,,,2,1
nobuyuki matsuhisa,"Japanese Restaurant, Pop-Up Shop","الرياض 12631, المملكة العربية السعودية",Moderate,7.9,Japanese Restaurant, Pop-Up Shop,,1,2
cut,Steakhouse,"الرياض 12631, المملكة العربية السعودية",Very Expensive,6.9,Steakhouse,,,2,1
raoul’s,Restaurant,"Almurabba (Night Garden), الرياض 12631, المملكة العربية السعودية",Moderate,8.2,Restaurant,,,2,1
madeo,Italian Restaurant,"الرياض 12631, المملكة العربية السعودية",Moderate,6.2,Italian Restaurant,,,2,1
tao,Asian Restaurant,"Almuraba, الرياض 12631, المملكة العربية السعودية",Moderate,6.3,Asian Restaurant,,,2,1
spago riyadh,Restaurant,"الرياض 12631, المملكة العربية السعودية",Moderate,7.2,Restaurant,,,2,1
tetou,French Restaurant,"الرياض 12631, المملكة العربية السعودية",Expensive,5.2,French Restaurant,,,2,1
cusina,Asian Restaurant,"1st Floor Electron Building (Al Batha), الرياض, المملكة العربية السعودية",Moderate,7.5,Asian Restaurant,,,2,1
carbone,Italian Restaurant,"الرياض 12631, المملكة العربية السعودية",Moderate,6.9,Italian Restaurant,,,2,1
glow bistro,"Café, Restaurant","Mezzanine - Riyad Bank (King Abdulaziz Road), الرياض 12631, المملكة العربية السعودية",Cheap,5.7,Café, Restaurant,,1,2
pinoy restaurant,Asian Restaurant,"Al batha, الرياض, المملكة العربية السعودية",Moderate,6.8,Asian Restaurant,,,2,1
opera cafe,"Coffee Shop, Café","حي لين, الرياض 12555, المملكة العربية السعودية",Cheap,7.9,Coffee Shop, Café,,1,2
last drop cafe,Café,"الرياض, المملكة العربية السعودية",Cheap,7.1,Café,,,2,1
richard coffee,Café,"الرياض 12561, المملكة العربية السعودية",Cheap,7.3,Café,,,2,1
bloom cafe,Café,"Altaif-street, المملكة العربية السعودية",Cheap,8.4,Café,,,2,1
jevian coffee,Café,"الرياض 12553, المملكة العربية السعودية",Cheap,5.9,Café,,,2,1
burger lab,Burger Joint,"الرياض 12551, المملكة العربية السعودية",Cheap,7.6,Burger Joint,,,2,1
"dr.cafe coffee sooq sharq, al jazirah, exit 17",Coffee Shop,"East Ring Road, Exit 17, الوادي, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
food trucks @ janadriyah,Food Truck,المملكة العربية السعودية,Cheap,8.1,Food Truck,,,2,1
fresh edition,Sandwich Place,"طريق الملك فهد, المملكة العربية السعودية",Cheap,7.6,Sandwich Place,,,2,1
the lunch box,Indian Restaurant,"الرياض 12613, المملكة العربية السعودية",Moderate,5.6,Indian Restaurant,,,2,1
black harvest,Coffee Shop,"الرياض 12628, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
caf cafe,Café,"الرياض 12628, المملكة العربية السعودية",Cheap,6.0,Café,,,2,1
turnstone pizza,Pizza Place,"AlJamea Street, الرياض, المملكة العربية السعودية",Cheap,6.1,Pizza Place,,,2,1
sun cafe,Café,"almalaz (salah alden), الرياض, المملكة العربية السعودية",Cheap,5.8,Café,,,2,1
chorisia lounge,"Lounge, Café","The Ritz-Carlton, الرياض, المملكة العربية السعودية",Expensive,8.2,Lounge, Café,,1,2
the ritz-carlton cafe,Café,المملكة العربية السعودية,Cheap,8.4,Café,,,2,1
sweets of arabia,Café,"الرياض 12912, المملكة العربية السعودية",Cheap,6.4,Café,,,2,1
ritztaurant,Restaurant,المملكة العربية السعودية,Moderate,6.9,Restaurant,,,2,1
hong,Chinese Restaurant,"The Ritz-Carlton, الرياض, المملكة العربية السعودية",Cheap,6.2,Chinese Restaurant,,,2,1
cafe,Café,"العمارية (شارع الوصيل), العمارية, المملكة العربية السعودية",Cheap,8.0,Café,,,2,1
key café,Coffee Shop,"الرياض 12712, المملكة العربية السعودية",Cheap,8.7,Coffee Shop,,,2,1
& specialty cafe,Coffee Shop,"Inside Takhassusi Plaza (Takhassusi Street), الرياض 12712, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
shrimp shack,Seafood Restaurant,"الرياض 12712, المملكة العربية السعودية",Expensive,8.2,Seafood Restaurant,,,2,1
burgeration,Burger Joint,"Takhassusi Plaza (Takhassusi Street), الرياض 12712, المملكة العربية السعودية",Cheap,7.3,Burger Joint,,,2,1
starbucks drive thru,Coffee Shop,"الرياض 12714, المملكة العربية السعودية",Cheap,7.4,Coffee Shop,,,2,1
buttermilk,Southern / Soul Food Restaurant,"Gate 3 nojoud Mall (Abdullah Bin Jabir), الرياض 12712, المملكة العربية السعودية",Cheap,6.5,Southern / Soul Food Restaurant,,,2,1
simply sweet,"Bakery, Dessert Shop, Coffee Shop","الرياض 12712, المملكة العربية السعودية",Cheap,6.6,Bakery, Dessert Shop, Coffee Shop,0,3
albustan restaurant,Restaurant,"İntercontenental Hotel & SPA, الرياض, المملكة العربية السعودية",Moderate,7.1,Restaurant,,,2,1
dr. cafe - lulu hypermarket,Café,المملكة العربية السعودية,Cheap,7.9,Café,,,2,1
elixir bunn coffee roasters,"Café, Coffee Shop","Arab National Bank البنك العربي الوطني, الرياض 12613, المملكة العربية السعودية",Cheap,8.5,Café, Coffee Shop,,1,2
dunkin' donuts - sasco,Donut Shop,"الرياض 12613, المملكة العربية السعودية",Cheap,6.2,Donut Shop,,,2,1
tazaj,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,7.5,Middle Eastern Restaurant,,,2,1
red cherry,Dessert Shop,المملكة العربية السعودية,Cheap,7.2,Dessert Shop,,,2,1
saldwich,"Sandwich Place, Salad Place","Al Jamea Street, الرياض 12642, المملكة العربية السعودية",Cheap,7.2,Sandwich Place, Salad Place,,1,2
juice time,Juice Bar,"الرياض 12629, المملكة العربية السعودية",Cheap,8.3,Juice Bar,,,2,1
classic cafe,Café,"Salah deen, الرياض, المملكة العربية السعودية",Cheap,6.8,Café,,,2,1
starbucks in marriott courtyard,Coffee Shop,"فندق ماريوت كورت يارد (Marriott courtyard Hotel), الرياض, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
"olea cafe, kitchen & lounge",Restaurant,"Courtyard Riyadh Diplomatic Quarter (Al Hada District, Al Sahmi Street), الرياض 64819, المملكة العربية السعودية",Moderate,5.1,Restaurant,,,2,1
turquoise piano lounge,"Café, Lounge","The Ritz-Carlton Riyadh, المملكة العربية السعودية",Cheap,7.9,Café, Lounge,,1,2
diet center,"Sandwich Place, Salad Place","KFSH, الرياض 12713, المملكة العربية السعودية",Cheap,6.5,Sandwich Place, Salad Place,,1,2
vip dining,Middle Eastern Restaurant,"KFSH&RC, المملكة العربية السعودية",Moderate,6.5,Middle Eastern Restaurant,,,2,1
family dining - kfsh&rc,Restaurant,"KFSH&RC, الرياض, المملكة العربية السعودية",Moderate,5.7,Restaurant,,,2,1
al baylasan lounge,"Lounge, Café, Restaurant","الرياض 12712, المملكة العربية السعودية",Expensive,7.5,Lounge, Café, Restaurant,0,3
aldiwan t lounge,Café,"InterContinental Hotel, الرياض, المملكة العربية السعودية",Cheap,6.9,Café,,,2,1
mondo restaurant & lounge,Italian Restaurant,"İntercontenental Hotel & Resort, الرياض, المملكة العربية السعودية",Moderate,7.5,Italian Restaurant,,,2,1
anardana,Indian Restaurant,"Mövenpick Riyadh Hotel, الرياض, المملكة العربية السعودية",Moderate,6.7,Indian Restaurant,,,2,1
atrium lounge | intercontinental hotel,Café,المملكة العربية السعودية,Cheap,7.7,Café,,,2,1
acacia by pierre gagnaire,Italian Restaurant,"King Fahad Road, الرياض 11493, المملكة العربية السعودية",Moderate,6.0,Italian Restaurant,,,2,1
saffron restaurant,Indian Restaurant,"الرياض, المملكة العربية السعودية",Moderate,6.5,Indian Restaurant,,,2,1
khana khazana,Indian Restaurant,"Riyadh, المملكة العربية السعودية",Moderate,7.6,Indian Restaurant,,,2,1
new deccan sweets,Bakery,"Hara, الرياض, المملكة العربية السعودية",Cheap,7.6,Bakery,,,2,1
delhi restaurant,Indian Restaurant,"Hara, الرياض, المملكة العربية السعودية",Moderate,8.3,Indian Restaurant,,,2,1
niagra restaurant,Indian Restaurant,المملكة العربية السعودية,Moderate,5.8,Indian Restaurant,,,2,1
peshawar amber restaurant,Asian Restaurant,المملكة العربية السعودية,Moderate,7.8,Asian Restaurant,,,2,1
mumtaz restaurant,Indian Restaurant,"Al Wazarat, الرياض, المملكة العربية السعودية",Moderate,6.5,Indian Restaurant,,,2,1
starbucks sidf,Coffee Shop,"الرياض 12627, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
tamarind,"Asian Restaurant, Indian Restaurant","Near Obeid Hospital, Hara, الرياض, المملكة العربية السعودية",Moderate,6.5,Asian Restaurant, Indian Restaurant,,1,2
cafe vienna,Café,"Radisson BLU Hotel (King abdulaziz street), الرياض, المملكة العربية السعودية",Cheap,5.7,Café,,,2,1
paradise restaurant,Asian Restaurant,"Hara Area (Dhahran/Sameha Street), الرياض, المملكة العربية السعودية",Moderate,6.9,Asian Restaurant,,,2,1
naya caffe,Café,المملكة العربية السعودية,Cheap,6.4,Café,,,2,1
olivio's,Italian Restaurant,"Radisson Blu, الرياض, المملكة العربية السعودية",Moderate,5.4,Italian Restaurant,,,2,1
bait shawaya,Mediterranean Restaurant,"Tarik salahudin ayubi, الرياض, المملكة العربية السعودية",Moderate,5.9,Mediterranean Restaurant,,,2,1
manar al kharj,Turkish Restaurant,"Harun Al Rasheed, الرياض, المملكة العربية السعودية",Moderate,6.7,Turkish Restaurant,,,2,1
urth caffé,Café,"Oud Square (Umro Aldhamry Street), الرياض 12511, المملكة العربية السعودية",Cheap,9.3,Café,,,2,1
bateel cafe,Café,"Oud square, الرياض 12511, المملكة العربية السعودية",Cheap,8.7,Café,,,2,1
monopoly,Pizza Place,"Oud Square (Umro Aldhamry Street), الرياض, المملكة العربية السعودية",Cheap,8.7,Pizza Place,,,2,1
