name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
AANI & DANI (آني وداني),Dessert Shop,"الرياض, المملكة العربية السعودية",24.559284137079512,46.705307167770826,Cheap,14.0,20,1,8.3,15.0
H-19 othaim mkt. alshifa,Burger Joint,"Othaim Mkt (Ben Tanmiya), Riyadh, المملكة العربية السعودية",24.56166461785111,46.707614325988295,Cheap,5.0,1,2,5.6,10.0
مطعم القصر التركي,Turkish Restaurant,المملكة العربية السعودية,24.56041109752404,46.70693763211531,Moderate,5.0,10,4,5.4,11.0
Fuddruckers,American Restaurant,"العليا, الرياض, المملكة العربية السعودية",24.5622,46.7104,Moderate,2.0,1,0,7.6,2.0
Wardat Alamjad (وردة الأمجاد),Eastern European Restaurant,"الدار البيضاء, الرياض, المملكة العربية السعودية",24.561586,46.758893,Moderate,15.0,6,1,5.8,32.0
فوال ركن الطائف,Middle Eastern Restaurant,"إسكان طريق الخرج, الرياض, المملكة العربية السعودية",24.560512225575263,46.848657120988904,Moderate,15.0,1,1,7.3,21.0
Dunkin’ Dounts (Drive Through),Donut Shop,"الرياض 14331, المملكة العربية السعودية",24.560565,46.864116,Cheap,10.0,49,1,8.1,11.0
Subway,Sandwich Place,المملكة العربية السعودية,24.55761252325625,46.89011294208546,Cheap,33.0,23,0,8.1,40.0
أطايب عدن,Breakfast Spot,"حي طويق (احمد ابن الخطاب), الرياض, المملكة العربية السعودية",24.563349,46.5174,Cheap,7.0,4,4,8.0,8.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,المملكة العربية السعودية,24.562945214194627,46.547491574124,Cheap,9.0,11,3,7.7,12.0
4Twins Truck,Food Truck,"Prince Turki Bin Abdulaziz Rd., الرياض 12364, المملكة العربية السعودية",24.46968342510241,46.27277677805678,Cheap,39.0,41,4,8.2,44.0
High Garden (هاي قاردن),"Café, Coffee Shop","الرياض, المملكة العربية السعودية",24.566959190963612,46.62132390834751,Cheap,39.0,32,11,7.1,56.0
بيت العجينة,Bakery,"الدائري الغربي، بين مخرج ٢٦ و٢٧, المملكة العربية السعودية",24.566117718127288,46.62332080321771,Cheap,19.0,6,2,7.9,21.0
Cathaf Cafe (مقهى كثف),"Coffee Shop, Café","As Sawaidi District (abdualrhaman bin faryan), الرياض 12993, المملكة العربية السعودية",24.565021,46.629561,Cheap,39.0,209,26,8.9,42.0
Borket (بوركِت),Dessert Shop,"الدائري الغربي, الرياض, المملكة العربية السعودية",24.566598047078728,46.62426799971095,Cheap,79.0,19,11,8.7,94.0
Hamburgini,Burger Joint,"Western Ring Rd (Swaidi), الرياض 12993, المملكة العربية السعودية",24.56696317408077,46.623245977634795,Cheap,21.0,28,3,7.7,29.0
Arabic karak الكرك العربي,Café,"exit27 in Naft station (West ring road), الرياض, المملكة العربية السعودية",24.56478209209229,46.62839387825407,Cheap,17.0,10,11,6.8,28.0
Saldwich (سالدوتش),"Sandwich Place, Salad Place","Western Ring Rd (Exit 26), الرياض, المملكة العربية السعودية",24.56621875437025,46.62510841975356,Cheap,101.0,26,22,8.5,126.0
Mjalis Almuhila (مجالس المهيلة),"Café, Coffee Shop",المملكة العربية السعودية,24.56522219023861,46.62988127813068,Cheap,22.0,72,3,7.9,26.0
برجري,Burger Joint,المملكة العربية السعودية,24.566034,46.62572,Cheap,7.0,0,2,6.5,12.0
Let’s Pizza,Pizza Place,"الرياض 12993, المملكة العربية السعودية",24.566826,46.623357,Cheap,8.0,13,2,8.3,12.0
Seyidoğlu (سيد أوغلو),"Dessert Shop, Turkish Restaurant","Western Ring Rd (الشيخ اسحاق بن عبدالرحمن بن حسن), الرياض, المملكة العربية السعودية",24.5643268929343,46.62731958253902,Cheap,81.0,77,23,6.3,133.0
Pizzaratti (بيتزاراتي),Pizza Place,"Western Ring Rd., الرياض 12993, المملكة العربية السعودية",24.56718641341129,46.623358726501465,Cheap,7.0,8,1,7.5,9.0
Spectra Cafe أطياف الكيف,Café,"Western Ring Road, الرياض, المملكة العربية السعودية",24.564451784496693,46.62725730618229,Cheap,30.0,49,13,7.5,40.0
Domino's Pizza,Pizza Place,"4034-4052 Western Ring Branch Rd, As Suwaidi Al Gharbi, الرياض 12993, المملكة العربية السعودية",24.566365,46.625274,Cheap,0.0,10,1,7.2,1.0
فلافل كرم الشام,Falafel Restaurant,"الدائري الغربي, المملكة العربية السعودية",24.56577948944902,46.62618660498922,Cheap,27.0,4,3,6.6,38.0
Lawzeeyat (لوزيات),Deli / Bodega,المملكة العربية السعودية,24.566765,46.623988,Cheap,7.0,2,2,7.2,8.0
antbal cafe (آنتبل),Café,المملكة العربية السعودية,24.56507648652921,46.62782457486994,Cheap,22.0,5,8,7.0,29.0
Shawrma Tazajah (الشاورما الطازجة),Middle Eastern Restaurant,"الدائري الغربي بين مخرج 27 و 28, المملكة العربية السعودية",24.567133125948896,46.62326534691032,Moderate,32.0,12,4,5.9,51.0
Deers Cafe,Café,"الرياض 12994, المملكة العربية السعودية",24.563976,46.63178,Cheap,192.0,1694,70,9.2,222.0
Hampila Cafe (هامبيلا كافيه),"Coffee Shop, Café","الرياض 12993, المملكة العربية السعودية",24.566554,46.632076,Cheap,28.0,357,9,8.9,36.0
ريتشوني RICHONY,Café,"ممشى الفريان, الرياض 12994, المملكة العربية السعودية",24.563958,46.63159,Cheap,10.0,98,3,8.6,10.0
Coffee Code,Coffee Shop,"الشيخ عبدالرحمن الفريان (شارع الصداقة), الرياض 12993, المملكة العربية السعودية",24.56684184741221,46.63254715272396,Cheap,38.0,296,21,7.2,57.0
ARTAL CAFE (أرتال كافيه),Coffee Shop,"الرياض, المملكة العربية السعودية",24.56593323792395,46.631569191462745,Cheap,61.0,248,43,7.4,85.0
Café IDÉÉAL,Coffee Shop,"الرياض 12993, المملكة العربية السعودية",24.567008,46.632824,Cheap,8.0,40,1,7.8,9.0
كافيه اديل,Café,"الرياض 12994, المملكة العربية السعودية",24.566896,46.632812,Cheap,10.0,70,5,8.4,10.0
ديرز كافية,Café,"ديرز كافية (ديرز كافية), الرياض 12994, المملكة العربية السعودية",24.563967,46.63172700000001,Cheap,9.0,49,2,7.8,10.0
Subway,"Sandwich Place, Fast Food Restaurant","Shaikh Ishaq Ibn Abdulrahman Ibn Hassan, الرياض 12994, المملكة العربية السعودية",24.563799646863064,46.631583344825394,Cheap,14.0,20,0,8.1,16.0
COFFEE CODE (رمز القهوة),"Coffee Shop, Café","الشيخ عبدالرحمن الفريان (شارع الصداقة), الرياض 12993, المملكة العربية السعودية",24.566694,46.632351,Cheap,6.0,39,5,6.4,11.0
BIZ Cafe (بيز كافيه),Café,المملكة العربية السعودية,24.56536870974616,46.634093926643715,Cheap,25.0,22,13,7.8,30.0
Starbucks (ستاربكس),Coffee Shop,"Hamza Bin Abdulmuttallib St (شارع حمزة بن عبدالمطلب), الرياض 12987, المملكة العربية السعودية",24.566978647990712,46.64084147978989,Cheap,201.0,622,40,8.4,252.0
Dunkin Donuts,Donut Shop,"Southern Ring Rd (Exit 26), الرياض, المملكة العربية السعودية",24.565016301878018,46.65017465921117,Cheap,92.0,173,7,8.2,120.0
Juice Day (يوم العصير),Juice Bar,"Western Ring Rd. (Exit 26), الرياض, المملكة العربية السعودية",24.564791054664106,46.64975124815864,Cheap,23.0,16,4,7.1,34.0
ماجيكال,Café,"ext 26 riyadh (شارع حمزة), الرياض 12989, المملكة العربية السعودية",24.56603,46.651993,Cheap,7.0,17,1,6.6,13.0
Baskin Robbins (باسكن روبنز),Ice Cream Shop,المملكة العربية السعودية,24.566408436113896,46.65254175972536,Cheap,37.0,36,4,8.6,46.0
Piquant Pick (بيكنت بيك),Restaurant,"الرياض, المملكة العربية السعودية",24.56704072316113,46.65397636846453,Moderate,20.0,44,7,7.6,29.0
مخابز وحلويات المملكة,Bakery,المملكة العربية السعودية,24.566451611153315,46.652424740296546,Cheap,28.0,4,7,7.4,37.0
Kudu (كودو),"Fast Food Restaurant, Burger Joint","طريق ديراب, المملكة العربية السعودية",24.562438852843485,46.6823790769709,Cheap,22.0,18,1,7.3,31.0
Coffee Service (خدمة القهوه),Coffee Shop,"طريق ديراب | حي الشفاء, المملكة العربية السعودية",24.56405445271548,46.68415149555857,Cheap,9.0,17,1,7.4,12.0
Al-Afandi Corner Broasted (بروستد ركن الأفندي),Fried Chicken Joint,"الرياض, المملكة العربية السعودية",24.56631405816364,46.68559525327946,Cheap,54.0,11,9,7.4,74.0
Dunkin',Donut Shop,"الرياض, المملكة العربية السعودية",24.56631570720262,46.683802296904624,Cheap,7.0,7,0,7.4,9.0
Jan Burger (جان برجر),Burger Joint,"Ash Shifa, Riyadh (Dirab St.), الرياض, المملكة العربية السعودية",24.566834,46.687373,Cheap,5.0,5,0,6.4,9.0
مضغوط تهامة,Middle Eastern Restaurant,المملكة العربية السعودية,24.56748638388405,46.68802669942846,Moderate,40.0,18,12,8.2,47.0
Pizza Hut,"Pizza Place, Fast Food Restaurant","Shifa, الرياض, المملكة العربية السعودية",24.566441,46.687209,Cheap,1.0,0,0,6.6,2.0
Nero’s Caffe,Coffee Shop,"الرياض 14713, المملكة العربية السعودية",24.56347155976541,46.6995009947936,Cheap,63.0,581,22,8.8,75.0
فخر الكيف للقهوة العربية,Coffee Shop,"الرياض, المملكة العربية السعودية",24.56453898008472,46.6982453365066,Cheap,28.0,21,3,7.4,38.0
Taji Indian Restaurant (مطعم تاجي الهندي),Indian Restaurant,"الرياض, المملكة العربية السعودية",24.56446507005087,46.69854842182933,Moderate,9.0,6,3,6.3,16.0
Marin Restaurant,Turkish Restaurant,"الرياض, المملكة العربية السعودية",24.56247554091097,46.70030747343688,Moderate,4.0,28,3,5.9,9.0
ج س ت | ⁰ ⁹ ⁹ ¹ Just,Coffee Shop,"الرياض 14716, المملكة العربية السعودية",24.564419,46.709931,Cheap,11.0,57,1,8.6,11.0
Alromansiah Restaurants (مطاعم الرومانسية),Middle Eastern Restaurant,"فرع الشفا (تقاطع شارع المدارس مع شارع الستين), الرياض, المملكة العربية السعودية",24.562168923640577,46.70686104277487,Moderate,32.0,15,3,8.3,38.0
Kabbani Sweets (حلويات جرير القباني),Dessert Shop,"حي الشفا (شارع الترمذي), الرياض, المملكة العربية السعودية",24.563275077687372,46.70555506145605,Cheap,12.0,5,2,7.5,15.0
باسكن وربنز Baskin Robbins,Ice Cream Shop,المملكة العربية السعودية,24.562149428857012,46.70774454253108,Cheap,5.0,16,1,7.6,6.0
Kudu (كودو),Fast Food Restaurant,"Aziziah Street, الرياض, المملكة العربية السعودية",24.5666363597438,46.78991131963615,Cheap,21.0,3,1,8.0,27.0
Krispy Kreme,"Donut Shop, Coffee Shop","Al Aziziah Road, الرياض 14518, المملكة العربية السعودية",24.565762,46.789608,Cheap,0.0,1,0,7.3,0.0
Happy Cup (عربة الكوب السعيد),Food Truck,"الرياض, المملكة العربية السعودية",24.56314723673519,46.84309725615678,Cheap,13.0,15,5,7.6,15.0
Domino's Pizza,Pizza Place,المملكة العربية السعودية,24.56205733597145,46.8889998560179,Cheap,2.0,4,0,6.7,4.0
Starbucks (ستاربكس),Coffee Shop,"الرياض 14334, المملكة العربية السعودية",24.562854408345213,46.89594446356658,Cheap,11.0,61,2,7.5,16.0
مسلخ غرب الرياض ( حي طويق ),Afghan Restaurant,المملكة العربية السعودية,24.5698152828198,46.50781154654955,Moderate,9.0,27,4,4.9,34.0
Tim Hortons (تيم هورتنز),Coffee Shop,"Sulaiman Ibn Abdulmalik Ibn Marwan, الرياض, المملكة العربية السعودية",24.56802247966043,46.544937546644185,Cheap,115.0,252,20,8.2,146.0
Dunkin',Donut Shop,"Sulaiman Bin Abdulmalik St, الرياض, المملكة العربية السعودية",24.567849485742755,46.54439421864535,Cheap,33.0,123,9,8.9,36.0
McDonald's | ماكدونالدز (ماكدونالدز | McDonald's),Fast Food Restaurant,"Tuwaiq Plaza, الرياض, المملكة العربية السعودية",24.56785956844233,46.54525821469657,Cheap,20.0,29,3,8.0,25.0
La Casa Pasta,Italian Restaurant,"طويق بلازا, الرياض 14928, المملكة العربية السعودية",24.567889,46.544705,Moderate,11.0,8,4,8.2,12.0
kudu,Breakfast Spot,المملكة العربية السعودية,24.567841,46.542944,Cheap,8.0,3,0,7.6,9.0
Baskin-Robbins,Ice Cream Shop,"الرياض 14928, المملكة العربية السعودية",24.567984,46.544157,Cheap,1.0,4,0,7.7,1.0
Maestro pizza,Pizza Place,"Sulaiman Bin Abdulmalik Bin Marwan St, الرياض, المملكة العربية السعودية",24.567866,46.544773,Cheap,12.0,5,5,7.8,15.0
shawarmer,Middle Eastern Restaurant,"شاورمر, الرياض 14928, المملكة العربية السعودية",24.567821,46.54493,Moderate,1.0,0,1,7.0,1.0
Domino's Pizza,Pizza Place,"Namar, الرياض, المملكة العربية السعودية",24.56919701769949,46.54679951258,Cheap,2.0,5,0,7.3,2.0
McDonald's (ماكدونالدز),Fast Food Restaurant,"Western Ring Road (طريق الدائري الغربي), الرياض, المملكة العربية السعودية",24.56965478368012,46.61830900615925,Cheap,136.0,84,9,7.6,196.0
4Twins Coffee & Sweet,Coffee Shop,"الرياض 12992, المملكة العربية السعودية",24.57070386695572,46.61543466641294,Cheap,76.0,463,23,9.0,90.0
Java Time (چاڤا تايم),"Café, Coffee Shop","Western Ring Rd (Western Ring Rd.), الرياض, المملكة العربية السعودية",24.57140563053121,46.614379251409375,Cheap,360.0,355,49,8.7,436.0
Herfy (هرفي),Fast Food Restaurant,"Western Ring Rd, الرياض, المملكة العربية السعودية",24.569299754161953,46.61911635795997,Cheap,53.0,13,9,6.9,82.0
Seddah Restaurant's (مطاعم السدة),Middle Eastern Restaurant,"Westren Ring Rd., الرياض 12992, المملكة العربية السعودية",24.57049975328366,46.616292011185074,Moderate,65.0,51,14,8.9,76.0
